Time,price,volume
2012-12-17 00:00:00 UTC,13.1308328147,69282.7183082826
2012-12-18 00:00:00 UTC,13.1069468221,70692.6703423004
2012-12-19 00:00:00 UTC,13.1859876508,64701.281551088
2012-12-20 00:00:00 UTC,13.317217103,24832.5913064938
2012-12-21 00:00:00 UTC,13.312410989,33975.2077971149
2012-12-22 00:00:00 UTC,13.2532660714,11522.9735143164
2012-12-23 00:00:00 UTC,13.1495668852,6805.0805019269
2012-12-24 00:00:00 UTC,13.1493561481,19808.7833514933
2012-12-25 00:00:00 UTC,13.1650577534,14960.2655479627
2012-12-26 00:00:00 UTC,13.0974007421,29413.3346245682
2012-12-27 00:00:00 UTC,13.1255927345,43769.2065109763
2012-12-28 00:00:00 UTC,13.1654406993,54966.070476282
2012-12-29 00:00:00 UTC,13.2219993895,3630.9686245382
2012-12-30 00:00:00 UTC,13.2113786797,13507.4674277094
